State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,City,Zipcode,Address,Price,Status,Listing URL
IL,1 bds,3 ba,2724 sqft,4041 sqft,1968,Sacramento,84496,"6383 Maple Dr, Sacramento, IL 84496","$727,860",Sold,https://www.zillow.com/homedetails/22783760_zpid/
CA,6 bds,1 ba,2508 sqft,9105 sqft,1978,Los Angeles,87781,"8852 Main St, Los Angeles, CA 87781","$1,186,246",Pending,https://www.zillow.com/homedetails/57128872_zpid/
NY,6 bds,2 ba,1612 sqft,2858 sqft,2003,Los Angeles,99258,"5929 Oak Ave, Los Angeles, NY 99258","$1,053,954",Sold,https://www.zillow.com/homedetails/77923464_zpid/
FL,3 bds,2 ba,2645 sqft,8445 sqft,2013,Fresno,64412,"8995 Oak Ave, Fresno, FL 64412","$216,445",For Sale,https://www.zillow.com/homedetails/30429884_zpid/
CA,2 bds,3 ba,3898 sqft,2020 sqft,2014,Sacramento,16961,"7600 Main St, Sacramento, CA 16961","$125,978",Pending,https://www.zillow.com/homedetails/21271937_zpid/
IL,2 bds,1 ba,997 sqft,6985 sqft,1988,Sacramento,76660,"656 Pine Rd, Sacramento, IL 76660","$916,065",For Sale,https://www.zillow.com/homedetails/26082357_zpid/
NY,2 bds,2 ba,1872 sqft,9203 sqft,1980,Los Angeles,44822,"8283 Maple Dr, Los Angeles, NY 44822","$156,731",Sold,https://www.zillow.com/homedetails/36765672_zpid/
TX,6 bds,4 ba,2286 sqft,2669 sqft,1962,Fresno,45404,"6473 Pine Rd, Fresno, TX 45404","$765,124",For Sale,https://www.zillow.com/homedetails/25615043_zpid/
FL,4 bds,2 ba,752 sqft,9155 sqft,2007,Los Angeles,86034,"4800 Elm St, Los Angeles, FL 86034","$522,443",Sold,https://www.zillow.com/homedetails/71203416_zpid/
CA,4 bds,3 ba,913 sqft,8805 sqft,1965,San Francisco,15276,"4210 Pine Rd, San Francisco, CA 15276","$773,068",For Sale,https://www.zillow.com/homedetails/66150605_zpid/
NY,4 bds,1 ba,3299 sqft,7676 sqft,1997,Fresno,83220,"2183 Pine Rd, Fresno, NY 83220","$662,328",Pending,https://www.zillow.com/homedetails/44456039_zpid/
CA,2 bds,3 ba,850 sqft,8047 sqft,1956,San Diego,63640,"4960 Oak Ave, San Diego, CA 63640","$1,255,210",Pending,https://www.zillow.com/homedetails/34167955_zpid/
TX,3 bds,4 ba,1825 sqft,5394 sqft,2012,San Francisco,64916,"8564 Main St, San Francisco, TX 64916","$176,979",Sold,https://www.zillow.com/homedetails/79495197_zpid/
IL,5 bds,2 ba,843 sqft,3451 sqft,2010,San Diego,78460,"7196 Elm St, San Diego, IL 78460","$570,510",For Sale,https://www.zillow.com/homedetails/71257253_zpid/
FL,1 bds,1 ba,1930 sqft,2188 sqft,1993,Los Angeles,42734,"7328 Main St, Los Angeles, FL 42734","$638,912",Pending,https://www.zillow.com/homedetails/88811365_zpid/
TX,6 bds,1 ba,2291 sqft,6478 sqft,1996,Fresno,76238,"897 Maple Dr, Fresno, TX 76238","$677,587",Pending,https://www.zillow.com/homedetails/18431845_zpid/
CA,4 bds,3 ba,2816 sqft,8981 sqft,2008,Los Angeles,63071,"6496 Oak Ave, Los Angeles, CA 63071","$355,436",Pending,https://www.zillow.com/homedetails/21435734_zpid/
FL,4 bds,2 ba,735 sqft,4447 sqft,1992,San Francisco,21233,"2207 Elm St, San Francisco, FL 21233","$745,981",Pending,https://www.zillow.com/homedetails/44830184_zpid/
FL,6 bds,1 ba,3541 sqft,3253 sqft,1959,San Francisco,13360,"8418 Oak Ave, San Francisco, FL 13360","$1,309,732",Sold,https://www.zillow.com/homedetails/78825692_zpid/
NY,1 bds,2 ba,3228 sqft,8158 sqft,1987,San Francisco,37047,"2456 Maple Dr, San Francisco, NY 37047","$316,268",Sold,https://www.zillow.com/homedetails/10037468_zpid/
CA,4 bds,4 ba,3046 sqft,2281 sqft,2018,Sacramento,30852,"7938 Oak Ave, Sacramento, CA 30852","$1,044,769",Sold,https://www.zillow.com/homedetails/31975784_zpid/
FL,4 bds,2 ba,3893 sqft,5673 sqft,1977,Fresno,76872,"2331 Maple Dr, Fresno, FL 76872","$846,683",Pending,https://www.zillow.com/homedetails/37526813_zpid/
IL,4 bds,1 ba,921 sqft,4769 sqft,2014,San Francisco,98660,"2764 Maple Dr, San Francisco, IL 98660","$1,107,286",Sold,https://www.zillow.com/homedetails/29954514_zpid/
CA,3 bds,3 ba,3991 sqft,9816 sqft,1987,Fresno,64140,"5925 Elm St, Fresno, CA 64140","$1,002,939",Sold,https://www.zillow.com/homedetails/76657377_zpid/
NY,3 bds,3 ba,1803 sqft,3453 sqft,1965,Fresno,44872,"3025 Pine Rd, Fresno, NY 44872","$1,465,412",For Sale,https://www.zillow.com/homedetails/87519914_zpid/
TX,1 bds,4 ba,1482 sqft,2746 sqft,1950,Sacramento,66680,"5411 Main St, Sacramento, TX 66680","$1,193,022",Sold,https://www.zillow.com/homedetails/94893983_zpid/
CA,4 bds,2 ba,2086 sqft,5795 sqft,1990,Sacramento,56610,"4911 Oak Ave, Sacramento, CA 56610","$173,956",Pending,https://www.zillow.com/homedetails/57046967_zpid/
FL,3 bds,2 ba,3158 sqft,2927 sqft,1970,Fresno,94589,"6210 Pine Rd, Fresno, FL 94589","$1,263,035",For Sale,https://www.zillow.com/homedetails/31440843_zpid/
TX,1 bds,1 ba,1817 sqft,9868 sqft,2001,Los Angeles,28238,"4048 Pine Rd, Los Angeles, TX 28238","$391,792",Sold,https://www.zillow.com/homedetails/89167902_zpid/
TX,5 bds,1 ba,1415 sqft,5897 sqft,2000,Los Angeles,47247,"278 Pine Rd, Los Angeles, TX 47247","$249,625",Sold,https://www.zillow.com/homedetails/38486570_zpid/
FL,3 bds,2 ba,2727 sqft,4914 sqft,1997,San Francisco,82843,"8804 Pine Rd, San Francisco, FL 82843","$1,120,001",Sold,https://www.zillow.com/homedetails/44846965_zpid/
NY,3 bds,1 ba,2866 sqft,1004 sqft,2017,Los Angeles,64566,"1338 Main St, Los Angeles, NY 64566","$996,851",Sold,https://www.zillow.com/homedetails/82566158_zpid/
IL,1 bds,2 ba,3894 sqft,8616 sqft,2000,Los Angeles,41219,"4964 Maple Dr, Los Angeles, IL 41219","$1,039,764",For Sale,https://www.zillow.com/homedetails/81401300_zpid/
TX,1 bds,2 ba,1567 sqft,9813 sqft,1975,Sacramento,49352,"3094 Main St, Sacramento, TX 49352","$722,724",For Sale,https://www.zillow.com/homedetails/46083854_zpid/
CA,4 bds,4 ba,2628 sqft,1738 sqft,1958,Los Angeles,47133,"2237 Main St, Los Angeles, CA 47133","$387,750",For Sale,https://www.zillow.com/homedetails/65891567_zpid/
CA,2 bds,2 ba,3815 sqft,6795 sqft,1966,San Francisco,79829,"1418 Oak Ave, San Francisco, CA 79829","$369,280",Sold,https://www.zillow.com/homedetails/53702510_zpid/
CA,4 bds,3 ba,1555 sqft,8426 sqft,2023,Fresno,97823,"1430 Pine Rd, Fresno, CA 97823","$783,550",Sold,https://www.zillow.com/homedetails/72444072_zpid/
FL,1 bds,4 ba,3280 sqft,8832 sqft,2012,Los Angeles,55537,"9153 Pine Rd, Los Angeles, FL 55537","$1,431,844",For Sale,https://www.zillow.com/homedetails/24581802_zpid/
NY,5 bds,3 ba,1988 sqft,6701 sqft,1987,Sacramento,38529,"3188 Maple Dr, Sacramento, NY 38529","$961,677",For Sale,https://www.zillow.com/homedetails/67757903_zpid/
FL,2 bds,1 ba,3872 sqft,1960 sqft,2005,San Francisco,31671,"1561 Oak Ave, San Francisco, FL 31671","$1,159,314",Pending,https://www.zillow.com/homedetails/81663321_zpid/
CA,4 bds,1 ba,2546 sqft,2645 sqft,1975,San Francisco,35368,"2377 Main St, San Francisco, CA 35368","$1,130,200",Sold,https://www.zillow.com/homedetails/41197373_zpid/
CA,5 bds,2 ba,3663 sqft,6570 sqft,2015,Los Angeles,37017,"2749 Elm St, Los Angeles, CA 37017","$183,053",Sold,https://www.zillow.com/homedetails/83314711_zpid/
FL,1 bds,4 ba,3522 sqft,4583 sqft,2011,Los Angeles,47278,"8688 Main St, Los Angeles, FL 47278","$910,544",Sold,https://www.zillow.com/homedetails/59316893_zpid/
TX,3 bds,4 ba,698 sqft,8122 sqft,1992,San Diego,34088,"4733 Pine Rd, San Diego, TX 34088","$421,366",For Sale,https://www.zillow.com/homedetails/87399080_zpid/
TX,6 bds,1 ba,2078 sqft,7945 sqft,2001,San Diego,24971,"7585 Maple Dr, San Diego, TX 24971","$159,757",For Sale,https://www.zillow.com/homedetails/28441671_zpid/
TX,5 bds,2 ba,3650 sqft,2092 sqft,1970,Sacramento,51838,"3181 Elm St, Sacramento, TX 51838","$216,289",For Sale,https://www.zillow.com/homedetails/41400196_zpid/
IL,5 bds,4 ba,3753 sqft,8524 sqft,2004,Sacramento,17843,"5480 Maple Dr, Sacramento, IL 17843","$322,412",Pending,https://www.zillow.com/homedetails/27507786_zpid/
FL,5 bds,1 ba,959 sqft,9348 sqft,1969,Los Angeles,32705,"2832 Elm St, Los Angeles, FL 32705","$210,952",Sold,https://www.zillow.com/homedetails/64741950_zpid/
CA,1 bds,4 ba,2538 sqft,6282 sqft,1968,Los Angeles,84254,"6025 Main St, Los Angeles, CA 84254","$1,247,795",Sold,https://www.zillow.com/homedetails/59501310_zpid/
NY,1 bds,3 ba,1689 sqft,8669 sqft,1974,Fresno,48796,"2771 Pine Rd, Fresno, NY 48796","$513,312",Pending,https://www.zillow.com/homedetails/45571146_zpid/
NY,1 bds,2 ba,2435 sqft,4973 sqft,1967,Sacramento,35774,"7617 Elm St, Sacramento, NY 35774","$1,082,966",Pending,https://www.zillow.com/homedetails/36521839_zpid/
FL,6 bds,3 ba,1430 sqft,9425 sqft,1993,San Diego,96515,"9902 Pine Rd, San Diego, FL 96515","$1,164,095",Sold,https://www.zillow.com/homedetails/41334439_zpid/
IL,2 bds,2 ba,3305 sqft,8199 sqft,1972,San Diego,61427,"1815 Maple Dr, San Diego, IL 61427","$169,640",For Sale,https://www.zillow.com/homedetails/79066540_zpid/
CA,1 bds,3 ba,3136 sqft,7264 sqft,1987,Los Angeles,42468,"6574 Oak Ave, Los Angeles, CA 42468","$617,862",Sold,https://www.zillow.com/homedetails/79146521_zpid/
CA,5 bds,2 ba,1243 sqft,2670 sqft,2005,Los Angeles,33549,"9840 Oak Ave, Los Angeles, CA 33549","$1,066,163",Pending,https://www.zillow.com/homedetails/27503739_zpid/
FL,5 bds,2 ba,1663 sqft,1517 sqft,2009,Fresno,65915,"7325 Main St, Fresno, FL 65915","$509,660",For Sale,https://www.zillow.com/homedetails/17925242_zpid/
FL,1 bds,4 ba,3471 sqft,7008 sqft,1990,Fresno,14407,"9801 Oak Ave, Fresno, FL 14407","$865,568",For Sale,https://www.zillow.com/homedetails/33148365_zpid/
CA,6 bds,2 ba,2155 sqft,9159 sqft,2008,Los Angeles,41858,"6580 Main St, Los Angeles, CA 41858","$292,070",For Sale,https://www.zillow.com/homedetails/52116233_zpid/
FL,6 bds,4 ba,1874 sqft,1458 sqft,1993,Los Angeles,57304,"4687 Oak Ave, Los Angeles, FL 57304","$1,001,321",Sold,https://www.zillow.com/homedetails/25870666_zpid/
IL,6 bds,1 ba,1005 sqft,6375 sqft,1992,Fresno,56633,"7463 Main St, Fresno, IL 56633","$602,545",For Sale,https://www.zillow.com/homedetails/19175199_zpid/
IL,2 bds,3 ba,1444 sqft,9707 sqft,2009,San Diego,63703,"2683 Elm St, San Diego, IL 63703","$476,404",Sold,https://www.zillow.com/homedetails/25603364_zpid/
CA,4 bds,2 ba,736 sqft,1647 sqft,1979,Los Angeles,84873,"5939 Main St, Los Angeles, CA 84873","$1,260,866",For Sale,https://www.zillow.com/homedetails/68977768_zpid/
CA,4 bds,4 ba,2049 sqft,1722 sqft,1988,Fresno,15079,"4664 Oak Ave, Fresno, CA 15079","$646,379",Pending,https://www.zillow.com/homedetails/50758167_zpid/
TX,6 bds,3 ba,1508 sqft,1660 sqft,1963,Los Angeles,30522,"7554 Elm St, Los Angeles, TX 30522","$581,471",Sold,https://www.zillow.com/homedetails/42016883_zpid/
NY,4 bds,4 ba,1770 sqft,7185 sqft,1983,Los Angeles,54046,"1356 Oak Ave, Los Angeles, NY 54046","$413,748",Sold,https://www.zillow.com/homedetails/82180713_zpid/
NY,6 bds,4 ba,3968 sqft,6777 sqft,2019,Los Angeles,57914,"2474 Pine Rd, Los Angeles, NY 57914","$341,523",Sold,https://www.zillow.com/homedetails/26165661_zpid/
IL,5 bds,1 ba,2054 sqft,6068 sqft,1990,Fresno,43818,"6306 Main St, Fresno, IL 43818","$395,473",Sold,https://www.zillow.com/homedetails/42694479_zpid/
IL,5 bds,3 ba,2672 sqft,2777 sqft,1982,Sacramento,54592,"3474 Elm St, Sacramento, IL 54592","$808,953",For Sale,https://www.zillow.com/homedetails/54044599_zpid/
TX,6 bds,3 ba,2441 sqft,3137 sqft,1990,Los Angeles,21619,"3097 Main St, Los Angeles, TX 21619","$780,267",For Sale,https://www.zillow.com/homedetails/24071553_zpid/
CA,4 bds,4 ba,1413 sqft,4633 sqft,1982,San Francisco,30494,"4762 Maple Dr, San Francisco, CA 30494","$1,083,676",For Sale,https://www.zillow.com/homedetails/71920716_zpid/
NY,5 bds,2 ba,2597 sqft,7103 sqft,1960,San Francisco,45954,"2006 Maple Dr, San Francisco, NY 45954","$982,214",Sold,https://www.zillow.com/homedetails/14433187_zpid/
FL,5 bds,3 ba,2974 sqft,8712 sqft,1996,Los Angeles,82694,"6017 Maple Dr, Los Angeles, FL 82694","$1,226,738",For Sale,https://www.zillow.com/homedetails/53452910_zpid/
TX,2 bds,1 ba,2399 sqft,2256 sqft,1985,Los Angeles,47247,"8027 Elm St, Los Angeles, TX 47247","$1,048,224",Sold,https://www.zillow.com/homedetails/81016193_zpid/
TX,5 bds,2 ba,1965 sqft,3349 sqft,2010,Sacramento,21178,"6192 Pine Rd, Sacramento, TX 21178","$1,357,543",Pending,https://www.zillow.com/homedetails/46725725_zpid/
TX,1 bds,4 ba,1630 sqft,5717 sqft,2023,San Francisco,94550,"2033 Oak Ave, San Francisco, TX 94550","$501,380",Sold,https://www.zillow.com/homedetails/12838113_zpid/
NY,4 bds,1 ba,2261 sqft,1673 sqft,2022,San Diego,22902,"7648 Maple Dr, San Diego, NY 22902","$154,069",Pending,https://www.zillow.com/homedetails/75615410_zpid/
TX,6 bds,2 ba,1289 sqft,3845 sqft,1976,San Diego,57259,"1099 Main St, San Diego, TX 57259","$591,776",Pending,https://www.zillow.com/homedetails/24717092_zpid/
TX,4 bds,3 ba,2502 sqft,1715 sqft,1998,Fresno,48748,"3470 Elm St, Fresno, TX 48748","$971,991",Sold,https://www.zillow.com/homedetails/58716918_zpid/
FL,1 bds,1 ba,1222 sqft,9288 sqft,2004,Los Angeles,38144,"2771 Maple Dr, Los Angeles, FL 38144","$632,379",Sold,https://www.zillow.com/homedetails/63140693_zpid/
IL,4 bds,4 ba,3952 sqft,9538 sqft,1994,San Diego,14783,"6443 Pine Rd, San Diego, IL 14783","$1,277,609",For Sale,https://www.zillow.com/homedetails/37257914_zpid/
NY,6 bds,1 ba,707 sqft,2993 sqft,2000,Fresno,55175,"9902 Maple Dr, Fresno, NY 55175","$580,491",Sold,https://www.zillow.com/homedetails/33130762_zpid/
IL,5 bds,1 ba,3246 sqft,9897 sqft,1958,San Francisco,75630,"3817 Elm St, San Francisco, IL 75630","$692,880",Pending,https://www.zillow.com/homedetails/89789652_zpid/
CA,6 bds,1 ba,2136 sqft,9116 sqft,2014,San Diego,42031,"7406 Maple Dr, San Diego, CA 42031","$251,432",Sold,https://www.zillow.com/homedetails/58512463_zpid/
NY,1 bds,1 ba,2425 sqft,4746 sqft,2010,Fresno,71418,"1108 Pine Rd, Fresno, NY 71418","$752,795",Sold,https://www.zillow.com/homedetails/28706958_zpid/
NY,4 bds,3 ba,656 sqft,4490 sqft,1993,San Diego,10015,"8103 Oak Ave, San Diego, NY 10015","$319,210",For Sale,https://www.zillow.com/homedetails/61863293_zpid/
FL,4 bds,2 ba,2033 sqft,4505 sqft,1963,San Diego,39622,"4057 Pine Rd, San Diego, FL 39622","$693,672",Sold,https://www.zillow.com/homedetails/19941119_zpid/
TX,1 bds,4 ba,3947 sqft,9510 sqft,1991,Los Angeles,10068,"2132 Oak Ave, Los Angeles, TX 10068","$549,690",Pending,https://www.zillow.com/homedetails/13350055_zpid/
CA,2 bds,1 ba,1842 sqft,9218 sqft,2019,Fresno,91382,"3475 Pine Rd, Fresno, CA 91382","$172,363",For Sale,https://www.zillow.com/homedetails/98774408_zpid/
CA,6 bds,2 ba,1564 sqft,4303 sqft,1976,San Francisco,16675,"6471 Main St, San Francisco, CA 16675","$1,275,120",For Sale,https://www.zillow.com/homedetails/36294653_zpid/
CA,3 bds,1 ba,2761 sqft,3226 sqft,1994,Sacramento,73131,"6653 Elm St, Sacramento, CA 73131","$802,518",Sold,https://www.zillow.com/homedetails/11409145_zpid/
FL,5 bds,2 ba,3902 sqft,7085 sqft,1972,Fresno,10177,"7601 Maple Dr, Fresno, FL 10177","$627,255",Sold,https://www.zillow.com/homedetails/98246315_zpid/
NY,6 bds,4 ba,1066 sqft,5289 sqft,2005,Fresno,97897,"7099 Oak Ave, Fresno, NY 97897","$988,161",For Sale,https://www.zillow.com/homedetails/96279236_zpid/
TX,2 bds,2 ba,1977 sqft,7338 sqft,1959,San Francisco,20397,"3460 Main St, San Francisco, TX 20397","$103,832",Pending,https://www.zillow.com/homedetails/91634237_zpid/
NY,4 bds,3 ba,2583 sqft,7414 sqft,1988,Los Angeles,13028,"3918 Oak Ave, Los Angeles, NY 13028","$768,400",Sold,https://www.zillow.com/homedetails/42828667_zpid/
TX,5 bds,3 ba,1476 sqft,4790 sqft,2011,San Francisco,24068,"6096 Main St, San Francisco, TX 24068","$1,365,874",For Sale,https://www.zillow.com/homedetails/90496685_zpid/
IL,2 bds,4 ba,1097 sqft,1263 sqft,1964,San Francisco,88717,"209 Pine Rd, San Francisco, IL 88717","$530,558",For Sale,https://www.zillow.com/homedetails/50063766_zpid/
IL,3 bds,4 ba,3473 sqft,6168 sqft,2014,Fresno,71256,"4467 Oak Ave, Fresno, IL 71256","$1,344,907",Sold,https://www.zillow.com/homedetails/38959187_zpid/
FL,1 bds,2 ba,985 sqft,8716 sqft,2019,Fresno,31513,"4201 Pine Rd, Fresno, FL 31513","$721,359",Pending,https://www.zillow.com/homedetails/58932190_zpid/
IL,2 bds,2 ba,1337 sqft,8033 sqft,1953,Fresno,17027,"6398 Pine Rd, Fresno, IL 17027","$444,483",Sold,https://www.zillow.com/homedetails/22908134_zpid/
CA,2 bds,1 ba,2769 sqft,1747 sqft,1967,Los Angeles,40641,"6636 Maple Dr, Los Angeles, CA 40641","$1,178,273",For Sale,https://www.zillow.com/homedetails/25660283_zpid/
FL,6 bds,2 ba,2835 sqft,1428 sqft,1956,Sacramento,28063,"6813 Pine Rd, Sacramento, FL 28063","$703,641",For Sale,https://www.zillow.com/homedetails/91512124_zpid/
CA,4 bds,2 ba,1016 sqft,7438 sqft,1981,San Francisco,50263,"8674 Elm St, San Francisco, CA 50263","$645,850",For Sale,https://www.zillow.com/homedetails/49311157_zpid/
NY,3 bds,2 ba,2943 sqft,5547 sqft,2017,Fresno,12937,"4704 Oak Ave, Fresno, NY 12937","$101,833",Pending,https://www.zillow.com/homedetails/63199243_zpid/
TX,5 bds,2 ba,3933 sqft,7939 sqft,1975,San Diego,80716,"2267 Main St, San Diego, TX 80716","$492,299",Pending,https://www.zillow.com/homedetails/39112208_zpid/
IL,3 bds,2 ba,1121 sqft,4308 sqft,2023,San Diego,48152,"517 Maple Dr, San Diego, IL 48152","$791,989",For Sale,https://www.zillow.com/homedetails/56894971_zpid/
FL,2 bds,2 ba,1119 sqft,7345 sqft,2013,Los Angeles,72880,"5225 Pine Rd, Los Angeles, FL 72880","$450,700",Sold,https://www.zillow.com/homedetails/93125978_zpid/
CA,4 bds,4 ba,1188 sqft,6887 sqft,1993,Los Angeles,56372,"9720 Elm St, Los Angeles, CA 56372","$1,467,813",For Sale,https://www.zillow.com/homedetails/11609743_zpid/
CA,5 bds,1 ba,2346 sqft,4873 sqft,2012,Los Angeles,54472,"7791 Main St, Los Angeles, CA 54472","$854,844",For Sale,https://www.zillow.com/homedetails/89301999_zpid/
TX,2 bds,2 ba,3039 sqft,2982 sqft,1976,San Diego,35221,"2960 Oak Ave, San Diego, TX 35221","$214,822",For Sale,https://www.zillow.com/homedetails/87593112_zpid/
CA,1 bds,4 ba,3781 sqft,5150 sqft,2016,Fresno,71836,"2896 Elm St, Fresno, CA 71836","$1,177,942",Sold,https://www.zillow.com/homedetails/25645024_zpid/
IL,6 bds,1 ba,1484 sqft,4177 sqft,1979,Los Angeles,94687,"6631 Pine Rd, Los Angeles, IL 94687","$1,253,916",Sold,https://www.zillow.com/homedetails/96918265_zpid/
TX,2 bds,4 ba,2136 sqft,1853 sqft,1972,San Francisco,12129,"2483 Pine Rd, San Francisco, TX 12129","$698,501",Pending,https://www.zillow.com/homedetails/40466935_zpid/
NY,4 bds,2 ba,2213 sqft,1267 sqft,1963,Los Angeles,53443,"4624 Maple Dr, Los Angeles, NY 53443","$1,131,190",Sold,https://www.zillow.com/homedetails/74425309_zpid/
TX,4 bds,4 ba,2716 sqft,3353 sqft,2008,San Diego,97974,"5196 Pine Rd, San Diego, TX 97974","$729,432",Sold,https://www.zillow.com/homedetails/23532178_zpid/
NY,2 bds,3 ba,2978 sqft,3399 sqft,1961,San Diego,76487,"1070 Elm St, San Diego, NY 76487","$1,365,836",Sold,https://www.zillow.com/homedetails/60568226_zpid/
FL,1 bds,4 ba,1701 sqft,3039 sqft,1955,Fresno,96969,"7455 Pine Rd, Fresno, FL 96969","$910,254",Pending,https://www.zillow.com/homedetails/45801613_zpid/
FL,6 bds,3 ba,1484 sqft,6821 sqft,2006,San Francisco,15800,"9766 Main St, San Francisco, FL 15800","$101,178",Pending,https://www.zillow.com/homedetails/61428421_zpid/
FL,5 bds,4 ba,2495 sqft,8665 sqft,2021,Los Angeles,68966,"7305 Oak Ave, Los Angeles, FL 68966","$699,524",Sold,https://www.zillow.com/homedetails/22116749_zpid/
NY,6 bds,3 ba,2717 sqft,5323 sqft,2022,Sacramento,32713,"2842 Maple Dr, Sacramento, NY 32713","$516,185",Sold,https://www.zillow.com/homedetails/61943484_zpid/
FL,6 bds,3 ba,3026 sqft,8560 sqft,1971,Fresno,71252,"2577 Elm St, Fresno, FL 71252","$422,789",Sold,https://www.zillow.com/homedetails/56979560_zpid/
FL,2 bds,3 ba,1540 sqft,4802 sqft,1960,San Diego,14756,"8842 Elm St, San Diego, FL 14756","$1,093,528",For Sale,https://www.zillow.com/homedetails/50041841_zpid/
TX,3 bds,2 ba,2774 sqft,6268 sqft,1978,Los Angeles,93006,"6972 Maple Dr, Los Angeles, TX 93006","$742,610",Sold,https://www.zillow.com/homedetails/25473546_zpid/
FL,4 bds,2 ba,2851 sqft,9947 sqft,1988,Sacramento,54203,"1767 Pine Rd, Sacramento, FL 54203","$765,764",Sold,https://www.zillow.com/homedetails/84129033_zpid/
FL,5 bds,2 ba,1168 sqft,2426 sqft,1952,San Diego,15937,"5417 Pine Rd, San Diego, FL 15937","$631,826",Pending,https://www.zillow.com/homedetails/74981863_zpid/
IL,6 bds,2 ba,2507 sqft,9515 sqft,2008,San Diego,46465,"3469 Main St, San Diego, IL 46465","$992,311",For Sale,https://www.zillow.com/homedetails/83960873_zpid/
TX,5 bds,3 ba,3752 sqft,5990 sqft,2023,Fresno,99071,"3423 Maple Dr, Fresno, TX 99071","$1,265,734",For Sale,https://www.zillow.com/homedetails/54668712_zpid/
CA,4 bds,4 ba,1993 sqft,4801 sqft,2007,Sacramento,33180,"323 Elm St, Sacramento, CA 33180","$1,208,739",Pending,https://www.zillow.com/homedetails/46899855_zpid/
CA,2 bds,4 ba,3364 sqft,3901 sqft,2017,San Francisco,31860,"5421 Pine Rd, San Francisco, CA 31860","$503,321",For Sale,https://www.zillow.com/homedetails/40087038_zpid/
TX,2 bds,3 ba,728 sqft,9200 sqft,1953,San Francisco,14091,"7772 Maple Dr, San Francisco, TX 14091","$1,460,786",Sold,https://www.zillow.com/homedetails/70899243_zpid/
TX,5 bds,4 ba,1815 sqft,2687 sqft,1961,Fresno,46489,"241 Elm St, Fresno, TX 46489","$1,499,473",Pending,https://www.zillow.com/homedetails/19412296_zpid/
IL,1 bds,1 ba,1142 sqft,9094 sqft,1971,Fresno,14649,"728 Oak Ave, Fresno, IL 14649","$1,247,702",For Sale,https://www.zillow.com/homedetails/20109938_zpid/
FL,5 bds,4 ba,3663 sqft,8122 sqft,1989,Fresno,37362,"289 Elm St, Fresno, FL 37362","$104,351",Pending,https://www.zillow.com/homedetails/31841438_zpid/
CA,4 bds,1 ba,2547 sqft,9437 sqft,2015,Fresno,49637,"117 Pine Rd, Fresno, CA 49637","$187,796",Pending,https://www.zillow.com/homedetails/63681304_zpid/
TX,4 bds,1 ba,2380 sqft,9666 sqft,1987,Sacramento,14794,"4633 Maple Dr, Sacramento, TX 14794","$309,482",For Sale,https://www.zillow.com/homedetails/12222232_zpid/
NY,6 bds,2 ba,1036 sqft,1340 sqft,2017,San Francisco,72478,"2604 Elm St, San Francisco, NY 72478","$1,189,135",Pending,https://www.zillow.com/homedetails/19992778_zpid/
NY,3 bds,4 ba,771 sqft,6596 sqft,1990,Los Angeles,98903,"4383 Main St, Los Angeles, NY 98903","$118,498",Pending,https://www.zillow.com/homedetails/89477788_zpid/
NY,2 bds,2 ba,2734 sqft,1591 sqft,1990,Sacramento,97192,"429 Elm St, Sacramento, NY 97192","$971,671",Pending,https://www.zillow.com/homedetails/47881641_zpid/
FL,3 bds,2 ba,2321 sqft,5966 sqft,1957,Sacramento,98581,"9699 Main St, Sacramento, FL 98581","$207,700",Sold,https://www.zillow.com/homedetails/65919114_zpid/
TX,2 bds,4 ba,1892 sqft,9135 sqft,1960,San Diego,72949,"5552 Pine Rd, San Diego, TX 72949","$1,106,000",For Sale,https://www.zillow.com/homedetails/28263884_zpid/
IL,6 bds,4 ba,1531 sqft,6926 sqft,1961,San Francisco,90870,"7827 Main St, San Francisco, IL 90870","$133,923",For Sale,https://www.zillow.com/homedetails/45217508_zpid/
FL,1 bds,2 ba,1791 sqft,5764 sqft,1959,Sacramento,64643,"4557 Main St, Sacramento, FL 64643","$1,362,246",For Sale,https://www.zillow.com/homedetails/86168377_zpid/
NY,5 bds,1 ba,1051 sqft,8100 sqft,1966,Sacramento,35537,"9167 Elm St, Sacramento, NY 35537","$895,568",Pending,https://www.zillow.com/homedetails/37567720_zpid/
CA,4 bds,3 ba,3458 sqft,3731 sqft,2004,San Francisco,52843,"839 Pine Rd, San Francisco, CA 52843","$387,441",For Sale,https://www.zillow.com/homedetails/52468725_zpid/
FL,5 bds,1 ba,2489 sqft,2406 sqft,1960,Los Angeles,41767,"7492 Main St, Los Angeles, FL 41767","$632,396",Sold,https://www.zillow.com/homedetails/43668410_zpid/
TX,3 bds,3 ba,877 sqft,7507 sqft,1980,Sacramento,31183,"6567 Pine Rd, Sacramento, TX 31183","$892,897",Sold,https://www.zillow.com/homedetails/12428735_zpid/
FL,6 bds,2 ba,2951 sqft,9590 sqft,1996,Sacramento,93992,"4151 Maple Dr, Sacramento, FL 93992","$1,406,069",Sold,https://www.zillow.com/homedetails/38443175_zpid/
IL,1 bds,3 ba,792 sqft,9053 sqft,1964,Sacramento,79161,"2859 Maple Dr, Sacramento, IL 79161","$1,215,590",Pending,https://www.zillow.com/homedetails/91673511_zpid/
